filename,width,height,class,xmin,ymin,xmax,ymax
92.avi_frame135000.jpeg,800,450,Transit,51,33,141,78
123.avi_frame120000.jpeg,800,450,Private,64,55,130,83
123.avi_frame120000.jpeg,800,450,SharedTaxi,147,97,252,138
123.avi_frame120000.jpeg,800,450,Commercial,437,240,745,448
123.avi_frame120000.jpeg,800,450,Private,381,156,523,232
123.avi_frame120000.jpeg,800,450,Minivan,529,220,719,309
123.avi_frame120000.jpeg,800,450,Private,385,174,490,246
123.avi_frame120000.jpeg,800,450,Bus,681,67,731,95
123.avi_frame120000.jpeg,800,450,Private,337,64,388,85
123.avi_frame120000.jpeg,800,450,Private,25,88,115,138
123.avi_frame120000.jpeg,800,450,Private,120,119,215,172
123.avi_frame120000.jpeg,800,450,SmallTruck,200,121,451,319
123.avi_frame120000.jpeg,800,450,Private,141,57,197,82
2.MP4_frame2225326.jpeg,1280,720,Bus,462,201,1178,492
2.MP4_frame2225326.jpeg,1280,720,Bus,1172,218,1277,337
2.MP4_frame2225326.jpeg,1280,720,Truck,1123,191,1173,250
2.MP4_frame2225326.jpeg,1280,720,Transit,1118,226,1181,308
2.MP4_frame2225326.jpeg,1280,720,Transit,1094,194,1127,233
4.MP4_frame729068.jpeg,1280,720,Truck,1061,136,1190,200
4.MP4_frame729068.jpeg,1280,720,Transit,160,103,277,174
4.MP4_frame729068.jpeg,1280,720,SUV,342,120,429,175
4.MP4_frame729068.jpeg,1280,720,Bus,3,159,1249,719
124.avi_frame270000.jpeg,800,450,SUV,272,57,325,84
124.avi_frame270000.jpeg,800,450,Private,404,65,450,89
124.avi_frame270000.jpeg,800,450,Minivan,192,52,259,84
124.avi_frame270000.jpeg,800,450,SUV,126,52,191,80
124.avi_frame270000.jpeg,800,450,Private,50,52,109,83
124.avi_frame270000.jpeg,800,450,Truck,105,63,552,353
79.avi_frame265000.jpeg,800,450,Transit,449,213,648,330
39.avi_frame105000.jpeg,800,450,Truck,408,211,678,435
42.avi_frame255000.jpeg,800,450,SharedTaxi,97,195,152,246
59.avi_frame225000.jpeg,800,450,Pickup,474,259,579,334
59.avi_frame225000.jpeg,800,450,SharedTaxi,103,204,161,268
8.MP4_frame1405949.jpeg,1280,720,Motorcycle,381,285,478,370
8.MP4_frame1405949.jpeg,1280,720,Transit,321,242,481,351
86.avi_frame25000.jpeg,800,450,Truck,119,20,258,78
24.avi_frame175000.jpeg,800,450,Truck,458,153,596,272
24.avi_frame175000.jpeg,800,450,Pickup,273,142,326,186
24.avi_frame175000.jpeg,800,450,Transit,0,239,325,448
69.avi_frame20000.jpeg,800,450,Truck,289,181,429,284
69.avi_frame20000.jpeg,800,450,Truck,96,140,182,260
69.avi_frame20000.jpeg,800,450,Private,308,339,521,446
69.avi_frame20000.jpeg,800,450,Private,118,228,181,278
29.avi_frame270000.jpeg,800,450,SUV,221,182,297,255
80.avi_frame65000.jpeg,800,450,Truck,108,174,213,279
4.MP4_frame2649024.jpeg,1280,720,Transit,163,98,254,147
4.MP4_frame2649024.jpeg,1280,720,Transit,1128,161,1192,207
123.avi_frame75000.jpeg,800,450,SharedTaxi,231,83,297,139
123.avi_frame75000.jpeg,800,450,SharedTaxi,409,156,573,249
123.avi_frame75000.jpeg,800,450,Private,212,193,413,308
123.avi_frame75000.jpeg,800,450,Private,170,129,291,187
123.avi_frame75000.jpeg,800,450,Private,54,94,145,147
123.avi_frame75000.jpeg,800,450,Private,120,92,195,144
123.avi_frame75000.jpeg,800,450,Private,219,57,268,85
123.avi_frame75000.jpeg,800,450,SUV,301,74,358,105
123.avi_frame75000.jpeg,800,450,Private,62,55,129,83
123.avi_frame75000.jpeg,800,450,Private,179,60,246,99
123.avi_frame75000.jpeg,800,450,Private,340,66,390,96
123.avi_frame75000.jpeg,800,450,Taxi,577,81,612,102
17.avi_frame105000.jpeg,800,450,SharedTaxi,431,153,502,201
17.avi_frame105000.jpeg,800,450,Commercial,176,148,283,247
2.MP4_frame2965326.jpeg,1280,720,Pickup,1196,257,1273,328
2.MP4_frame2965326.jpeg,1280,720,Pickup,797,194,848,236
2.MP4_frame2965326.jpeg,1280,720,Motorcycle,614,215,666,266
2.MP4_frame2965326.jpeg,1280,720,Bus,537,182,810,255
2.MP4_frame2965326.jpeg,1280,720,Bus,293,188,527,265
2.MP4_frame2965326.jpeg,1280,720,Taxi,499,223,621,281
2.MP4_frame2965326.jpeg,1280,720,SUV,190,227,266,276
2.MP4_frame2965326.jpeg,1280,720,Truck,46,200,158,250
77.avi_frame168000.jpeg,800,450,Commercial,216,205,325,346
77.avi_frame168000.jpeg,800,450,Jeep,379,261,532,372
77.avi_frame168000.jpeg,800,450,Minivan,0,259,117,358
77.avi_frame168000.jpeg,800,450,Minivan,83,234,188,334
1.MP4_frame3390938.jpeg,1280,720,Bus,60,199,150,255
2.MP4_frame2890326.jpeg,1280,720,Pickup,785,253,912,374
2.MP4_frame2890326.jpeg,1280,720,Minivan,1160,222,1206,274
2.MP4_frame2890326.jpeg,1280,720,Pickup,1180,245,1243,309
54.avi_frame15000.jpeg,800,450,Truck,290,191,411,275
54.avi_frame15000.jpeg,800,450,SharedTaxi,481,256,591,349
13.avi_frame245000.jpeg,800,450,SharedTaxi,216,124,243,154
13.avi_frame245000.jpeg,800,450,Private,235,152,290,192
13.avi_frame245000.jpeg,800,450,Jeep,227,132,271,164
79.avi_frame10000.jpeg,800,450,Truck,386,196,667,442
79.avi_frame10000.jpeg,800,450,Transit,205,188,334,300
2.MP4_frame2870326.jpeg,1280,720,Bus,802,179,921,280
2.MP4_frame2870326.jpeg,1280,720,Minivan,1174,239,1239,305
2.MP4_frame2870326.jpeg,1280,720,Pickup,1216,270,1280,349
2.MP4_frame2870326.jpeg,1280,720,Private,301,296,466,403
2.MP4_frame2870326.jpeg,1280,720,Private,355,221,452,270
2.MP4_frame2870326.jpeg,1280,720,Private,530,218,645,279
2.MP4_frame2870326.jpeg,1280,720,Pickup,625,204,717,259
2.MP4_frame2870326.jpeg,1280,720,Pickup,64,243,145,306
2.MP4_frame2870326.jpeg,1280,720,Private,1,267,52,326
2.MP4_frame2870326.jpeg,1280,720,Private,1089,348,1258,465
2.MP4_frame2870326.jpeg,1280,720,Private,1138,242,1176,277
2.MP4_frame2870326.jpeg,1280,720,Private,220,232,305,273
2.MP4_frame3700326.jpeg,1280,720,Private,560,280,669,378
2.MP4_frame3700326.jpeg,1280,720,Transit,762,182,822,238
2.MP4_frame3700326.jpeg,1280,720,Bus,846,174,928,231
2.MP4_frame3700326.jpeg,1280,720,Private,372,258,505,329
2.MP4_frame3700326.jpeg,1280,720,Truck,114,199,346,383
40.avi_frame200000.jpeg,800,450,Truck,269,190,391,273
40.avi_frame200000.jpeg,800,450,Truck,110,188,223,312
8.MP4_frame4221083.jpeg,1280,720,Transit,261,231,318,277
35.avi_frame125000.jpeg,800,450,SUV,178,217,246,274
35.avi_frame125000.jpeg,800,450,SharedTaxi,112,216,190,296
63.avi_frame290000.jpeg,800,450,SUV,0,260,115,374
40.avi_frame210000.jpeg,800,450,Minivan,185,202,250,244
54.avi_frame40000.jpeg,800,450,SharedTaxi,111,205,184,274
67.avi_frame95000.jpeg,800,450,Commercial,518,244,743,355
67.avi_frame95000.jpeg,800,450,Private,0,311,205,420
67.avi_frame95000.jpeg,800,450,Private,88,201,135,254
36.avi_frame90000.jpeg,800,450,Truck,111,226,636,449
36.avi_frame90000.jpeg,800,450,SharedTaxi,22,245,165,358
36.avi_frame90000.jpeg,800,450,Pickup,108,195,163,252
82.avi_frame210000.jpeg,800,450,Truck,189,34,318,99
82.avi_frame210000.jpeg,800,450,Jeep,502,194,701,309
82.avi_frame210000.jpeg,800,450,SUV,323,153,482,238
82.avi_frame210000.jpeg,800,450,SharedTaxi,168,111,295,187
82.avi_frame210000.jpeg,800,450,SUV,74,99,170,149
105.avi_frame100000.jpeg,800,450,Transit,358,51,417,85
105.avi_frame100000.jpeg,800,450,Truck,528,55,584,92
105.avi_frame100000.jpeg,800,450,Truck,58,88,354,290
1.MP4_frame3175938.jpeg,1280,720,Bus,654,167,830,256
1.MP4_frame3175938.jpeg,1280,720,Motorcycle,878,329,1014,451
1.MP4_frame3175938.jpeg,1280,720,Private,530,339,811,466
1.MP4_frame3175938.jpeg,1280,720,Private,313,276,468,360
1.MP4_frame3175938.jpeg,1280,720,Truck,0,205,140,337
1.MP4_frame3175938.jpeg,1280,720,Transit,366,195,522,279
1.MP4_frame3175938.jpeg,1280,720,Truck,102,206,214,296
1.MP4_frame3175938.jpeg,1280,720,Private,286,250,404,315
1.MP4_frame3175938.jpeg,1280,720,Private,854,207,925,253
48.avi_frame145000.jpeg,800,450,SharedTaxi,212,229,302,320
48.avi_frame145000.jpeg,800,450,Private,110,213,182,270
48.avi_frame145000.jpeg,800,450,Private,39,253,173,354
5.MP4_frame270000.jpeg,1280,720,Minivan,866,159,955,214
5.MP4_frame270000.jpeg,1280,720,Bus,331,84,601,231
5.MP4_frame270000.jpeg,1280,720,Minivan,1146,251,1268,351
5.MP4_frame270000.jpeg,1280,720,Private,1009,169,1068,210
5.MP4_frame270000.jpeg,1280,720,Private,952,166,1017,212
5.MP4_frame270000.jpeg,1280,720,Truck,1073,145,1167,194
5.MP4_frame270000.jpeg,1280,720,Private,781,151,874,203
22.avi_frame265000.jpeg,800,450,SharedTaxi,123,172,244,217
22.avi_frame265000.jpeg,800,450,Truck,0,148,421,448
50.avi_frame165000.jpeg,800,450,SUV,0,256,145,370
50.avi_frame165000.jpeg,800,450,SUV,192,220,276,280
50.avi_frame165000.jpeg,800,450,SharedTaxi,111,204,166,256
22.avi_frame115000.jpeg,800,450,SharedTaxi,429,151,506,201
22.avi_frame115000.jpeg,800,450,SharedTaxi,232,138,278,180
1.MP4_frame3045938.jpeg,1280,720,Motorcycle,638,209,694,259
1.MP4_frame3045938.jpeg,1280,720,Pickup,410,247,592,337
1.MP4_frame3045938.jpeg,1280,720,Truck,87,200,313,372
1.MP4_frame3045938.jpeg,1280,720,Transit,0,228,41,280
51.avi_frame252000.jpeg,800,450,Truck,689,208,786,332
51.avi_frame252000.jpeg,800,450,SharedTaxi,6,344,374,449
70.avi_frame225000.jpeg,800,450,SharedTaxi,403,231,507,300
70.avi_frame225000.jpeg,800,450,SharedTaxi,374,303,564,442
97.avi_frame50000.jpeg,800,450,Truck,103,57,257,156
97.avi_frame50000.jpeg,800,450,Truck,241,76,447,188
97.avi_frame50000.jpeg,800,450,Private,321,166,460,240
100.avi_frame80000.jpeg,800,450,SUV,125,152,295,264
100.avi_frame80000.jpeg,800,450,SharedTaxi,572,265,797,449
7.MP4_frame3769263.jpeg,1280,720,Taxi,293,230,361,276
7.MP4_frame3769263.jpeg,1280,720,Taxi,6,490,398,717
90.avi_frame195000.jpeg,800,450,Private,470,210,653,294
90.avi_frame195000.jpeg,800,450,Private,467,184,626,232
90.avi_frame195000.jpeg,800,450,Bus,535,67,600,103
90.avi_frame195000.jpeg,800,450,SharedTaxi,339,136,458,207
90.avi_frame195000.jpeg,800,450,SharedTaxi,282,145,441,228
90.avi_frame195000.jpeg,800,450,SmallTruck,181,66,344,169
90.avi_frame195000.jpeg,800,450,Truck,0,59,52,161
90.avi_frame195000.jpeg,800,450,Private,167,128,280,182
90.avi_frame195000.jpeg,800,450,Private,74,105,167,152
90.avi_frame195000.jpeg,800,450,Transit,402,65,453,100
106.avi_frame35000.jpeg,800,450,Transit,233,51,302,85
56.avi_frame295000.jpeg,800,450,Truck,86,158,208,276
31.avi_frame160000.jpeg,800,450,SharedTaxi,88,186,132,229
22.avi_frame20000.jpeg,800,450,SharedTaxi,285,141,345,189
22.avi_frame20000.jpeg,800,450,SharedTaxi,0,265,286,425
22.avi_frame20000.jpeg,800,450,Private,242,154,287,191
22.avi_frame20000.jpeg,800,450,Private,224,146,265,178
87.avi_frame180000.jpeg,800,450,SmallTruck,183,83,333,167
87.avi_frame180000.jpeg,800,450,SharedTaxi,62,91,165,150
87.avi_frame180000.jpeg,800,450,SharedTaxi,485,173,665,247
87.avi_frame180000.jpeg,800,450,SharedTaxi,693,226,799,316
63.avi_frame120000.jpeg,800,450,SharedTaxi,201,204,273,249
63.avi_frame120000.jpeg,800,450,Commercial,102,185,185,275
63.avi_frame120000.jpeg,800,450,SharedTaxi,123,223,203,304
87.avi_frame205000.jpeg,800,450,SharedTaxi,282,52,330,76
8.MP4_frame3731083.jpeg,1280,720,Bus,607,188,850,297
8.MP4_frame3731083.jpeg,1280,720,Truck,226,204,553,424
8.MP4_frame3731083.jpeg,1280,720,Transit,1053,260,1181,395
8.MP4_frame3731083.jpeg,1280,720,Bus,1073,220,1140,288
44.avi_frame95000.jpeg,800,450,Truck,156,172,245,245
44.avi_frame95000.jpeg,800,450,SUV,210,216,302,288
44.avi_frame95000.jpeg,800,450,Transit,102,187,201,284
2.MP4_frame3115326.jpeg,1280,720,Bus,349,186,698,273
2.MP4_frame3115326.jpeg,1280,720,Commercial,804,182,875,232
2.MP4_frame3115326.jpeg,1280,720,Taxi,769,317,1013,447
2.MP4_frame3115326.jpeg,1280,720,Motorcycle,870,238,912,287
93.avi_frame5000.jpeg,800,450,Truck,24,54,125,123
93.avi_frame5000.jpeg,800,450,Truck,339,143,797,448
60.avi_frame215000.jpeg,800,450,SharedTaxi,123,215,202,290
60.avi_frame215000.jpeg,800,450,SharedTaxi,202,201,272,250
60.avi_frame215000.jpeg,800,450,SharedTaxi,94,196,152,247
108.avi_frame100000.jpeg,800,450,Truck,97,58,227,133
108.avi_frame100000.jpeg,800,450,Truck,639,151,799,318
108.avi_frame100000.jpeg,800,450,SUV,558,226,759,327
124.avi_frame25000.jpeg,800,450,Minivan,520,180,703,266
124.avi_frame25000.jpeg,800,450,SUV,609,234,800,355
124.avi_frame25000.jpeg,800,450,Private,359,175,506,251
124.avi_frame25000.jpeg,800,450,Truck,293,55,390,97
124.avi_frame25000.jpeg,800,450,Transit,162,55,246,97
124.avi_frame25000.jpeg,800,450,Taxi,110,56,167,83
124.avi_frame25000.jpeg,800,450,Private,202,127,328,201
124.avi_frame25000.jpeg,800,450,Private,241,101,301,130
124.avi_frame25000.jpeg,800,450,SUV,221,117,315,152
124.avi_frame25000.jpeg,800,450,Private,125,110,232,166
124.avi_frame25000.jpeg,800,450,Private,127,99,196,137
124.avi_frame25000.jpeg,800,450,Private,45,94,125,142
107.avi_frame210000.jpeg,800,450,SharedTaxi,300,125,413,195
116.avi_frame185000.jpeg,800,450,Taxi,78,55,147,83
16.avi_frame110000.jpeg,800,450,Truck,222,109,319,202
16.avi_frame110000.jpeg,800,450,Transit,304,133,354,192
16.avi_frame110000.jpeg,800,450,SharedTaxi,119,231,374,382
105.avi_frame5000.jpeg,800,450,Truck,436,49,512,89
11.MP4_frame60000.jpeg,1280,720,Bus,610,185,848,286
8.MP4_frame2579283.jpeg,1280,720,Transit,1081,208,1120,249
4.MP4_frame309068.jpeg,1280,720,Bus,708,108,905,194
4.MP4_frame309068.jpeg,1280,720,Transit,1222,219,1280,320
4.MP4_frame309068.jpeg,1280,720,Minivan,1117,218,1210,291
4.MP4_frame309068.jpeg,1280,720,Bus,1138,160,1280,230
62.avi_frame260000.jpeg,800,450,Bus,0,179,148,375
62.avi_frame260000.jpeg,800,450,SharedTaxi,261,255,374,373
62.avi_frame260000.jpeg,800,450,SharedTaxi,133,217,195,277
62.avi_frame260000.jpeg,800,450,Jeep,137,235,239,327
38.avi_frame90000.jpeg,800,450,SharedTaxi,308,211,404,278
38.avi_frame90000.jpeg,800,450,SharedTaxi,133,217,215,299
6.MP4_frame2951222.jpeg,1280,720,Bus,703,108,880,193
6.MP4_frame2951222.jpeg,1280,720,Bus,880,134,1071,217
6.MP4_frame2951222.jpeg,1280,720,Truck,1129,173,1280,329
6.MP4_frame2951222.jpeg,1280,720,Bus,0,251,193,603
10.MP4_frame4449346.jpeg,1280,720,Taxi,260,266,349,314
10.MP4_frame4449346.jpeg,1280,720,Pickup,179,268,271,358
104.avi_frame235000.jpeg,800,450,Truck,498,60,552,99
104.avi_frame235000.jpeg,800,450,SharedTaxi,305,132,441,208
104.avi_frame235000.jpeg,800,450,SharedTaxi,1,114,161,212
8.MP4_frame4571083.jpeg,1280,720,Taxi,214,284,321,366
40.avi_frame275000.jpeg,800,450,Truck,108,155,262,288
7.MP4_frame3584263.jpeg,1280,720,Bus,861,246,1249,623
7.MP4_frame3584263.jpeg,1280,720,Bus,349,210,612,323
7.MP4_frame3584263.jpeg,1280,720,Private,616,233,725,282
7.MP4_frame3584263.jpeg,1280,720,Private,784,226,839,274
88.avi_frame105000.jpeg,800,450,SharedTaxi,322,132,446,185
88.avi_frame105000.jpeg,800,450,Pickup,196,118,338,185
88.avi_frame105000.jpeg,800,450,SUV,60,96,149,147
88.avi_frame105000.jpeg,800,450,SharedTaxi,243,173,467,329
16.avi_frame115000.jpeg,800,450,Transit,303,132,355,190
16.avi_frame115000.jpeg,800,450,Truck,221,104,323,204
16.avi_frame115000.jpeg,800,450,SharedTaxi,118,235,375,380
90.avi_frame290000.jpeg,800,450,Bus,72,27,228,85
90.avi_frame290000.jpeg,800,450,SUV,56,93,145,145
90.avi_frame290000.jpeg,800,450,SUV,614,233,800,345
90.avi_frame290000.jpeg,800,450,Pickup,226,138,374,211
66.avi_frame227800.jpeg,800,450,SharedTaxi,98,201,164,260
98.avi_frame250000.jpeg,800,450,SharedTaxi,418,228,715,444
8.MP4_frame2624283.jpeg,1280,720,Bus,1068,228,1138,327
8.MP4_frame2624283.jpeg,1280,720,Pickup,583,313,842,434
96.avi_frame175000.jpeg,800,450,SharedTaxi,75,134,243,247
110.avi_frame88749.jpeg,800,450,SmallTruck,392,146,628,272
110.avi_frame88749.jpeg,800,450,Taxi,125,98,200,135
17.avi_frame180000.jpeg,800,450,SharedTaxi,474,159,551,212
17.avi_frame180000.jpeg,800,450,SharedTaxi,248,152,308,216
105.avi_frame15000.jpeg,800,450,Truck,105,29,245,82
105.avi_frame15000.jpeg,800,450,SUV,512,196,706,299
105.avi_frame15000.jpeg,800,450,SUV,369,227,608,383
90.avi_frame250000.jpeg,800,450,Bus,253,37,362,81
90.avi_frame250000.jpeg,800,450,Bus,336,46,434,89
90.avi_frame250000.jpeg,800,450,Truck,617,199,799,447
90.avi_frame250000.jpeg,800,450,SharedTaxi,113,142,312,279
4.MP4_frame2344024.jpeg,1280,720,Truck,1214,188,1280,268
4.MP4_frame2344024.jpeg,1280,720,Truck,0,108,36,176
4.MP4_frame254068.jpeg,1280,720,Jeep,922,235,1101,375
4.MP4_frame254068.jpeg,1280,720,Truck,621,84,793,198
4.MP4_frame254068.jpeg,1280,720,Transit,50,107,143,169
4.MP4_frame254068.jpeg,1280,720,SUV,293,106,370,144
4.MP4_frame254068.jpeg,1280,720,Motorcycle,959,146,997,183
4.MP4_frame254068.jpeg,1280,720,SUV,858,135,928,180
4.MP4_frame254068.jpeg,1280,720,Taxi,801,162,911,220
46.avi_frame115000.jpeg,800,450,Transit,160,186,253,267
46.avi_frame115000.jpeg,800,450,Bus,246,178,569,348
44.avi_frame180000.jpeg,800,450,Truck,1,203,382,449
45.avi_frame20000.jpeg,800,450,Jeep,0,261,172,369
45.avi_frame20000.jpeg,800,450,Private,132,241,202,299
45.avi_frame20000.jpeg,800,450,Private,134,218,191,255
45.avi_frame20000.jpeg,800,450,SharedTaxi,110,197,157,242
47.avi_frame150000.jpeg,800,450,Taxi,113,226,185,285
47.avi_frame150000.jpeg,800,450,SharedTaxi,97,205,168,268
47.avi_frame150000.jpeg,800,450,Private,307,349,523,447
9.MP4_frame490000.jpeg,1280,720,Commercial,259,254,497,401
44.avi_frame280000.jpeg,800,450,Private,105,209,154,245
5.MP4_frame3598166.jpeg,1280,720,Bus,1038,142,1096,188
5.MP4_frame3598166.jpeg,1280,720,Truck,748,98,890,190
5.MP4_frame3598166.jpeg,1280,720,Truck,222,82,356,151
5.MP4_frame3598166.jpeg,1280,720,Pickup,46,125,114,170
3.MP4_frame1075724.jpeg,1280,720,Bus,882,113,1009,195
3.MP4_frame1075724.jpeg,1280,720,Taxi,343,132,435,190
5.MP4_frame4098166.jpeg,1280,720,Transit,110,96,209,159
5.MP4_frame4098166.jpeg,1280,720,Truck,0,327,440,716
5.MP4_frame4098166.jpeg,1280,720,Bus,1161,163,1211,226
5.MP4_frame4098166.jpeg,1280,720,Transit,1200,179,1236,236
2.MP4_frame3380326.jpeg,1280,720,Bus,478,179,712,269
2.MP4_frame3380326.jpeg,1280,720,Bus,201,190,466,268
2.MP4_frame3380326.jpeg,1280,720,SUV,219,225,293,271
2.MP4_frame3380326.jpeg,1280,720,Bus,904,172,981,227
2.MP4_frame3380326.jpeg,1280,720,Transit,134,213,199,268
18.avi_frame250000.jpeg,800,450,Taxi,244,155,295,198
18.avi_frame250000.jpeg,800,450,Truck,0,181,256,437
8.MP4_frame3061083.jpeg,1280,720,Bus,135,239,183,285
115.avi_frame155000.jpeg,800,450,Truck,519,55,574,92
19.avi_frame180000.jpeg,800,450,SharedTaxi,0,311,115,440
105.avi_frame65000.jpeg,800,450,Truck,265,109,681,404
105.avi_frame65000.jpeg,800,450,Truck,567,57,617,94
105.avi_frame65000.jpeg,800,450,Transit,387,54,444,88
105.avi_frame65000.jpeg,800,450,Private,219,59,274,84
